,age,gender,occupation_college,occupation_executive,occupation_other,occupation_technician,Comedy,Drama,Action,Thriller,Sci-Fi
33,17,0,0,0,0,1,3.0438619869822268,3.2059390909008436,3.232727084141454,3.5833820236195617,3.1337658131035893
34,17,0,0,0,1,0,3.7664405728840866,3.910281058909233,3.3366233882658918,3.717603126798265,3.160267962079299
35,17,0,0,0,1,1,3.6879236979024377,3.3314632263584008,3.345232812363538,3.717603126798265,3.160267962079299
36,17,0,0,1,0,0,3.3773402293113954,3.6498883258057937,3.039056000631844,3.92363505733147,3.1337658131035893
37,17,0,0,1,0,1,3.2988233543297465,3.2738709599964384,3.2053354833871817,3.92363505733147,3.1337658131035893
38,17,0,0,1,1,0,3.7027857477364248,3.8909074920699918,3.3229899467336184,3.928139473329351,3.160267962079299
39,17,0,0,1,1,1,3.624268872754776,3.306604351900928,3.3315993708312646,3.928139473329351,3.160267962079299
40,17,0,1,0,0,0,3.1434776817708587,3.7359751399598093,3.058103021547832,3.444287123418655,3.13697990768657
41,17,0,1,0,0,1,3.1091463058319286,3.299929606821702,3.2243825043031697,3.444287123418655,3.13697990768657
42,17,0,1,0,1,0,3.720778250600962,3.9310814968968244,3.3130310944708317,3.611044239064689,3.13697990768657
43,17,0,1,0,1,1,3.686446874662032,3.3345688831318094,3.321640518568478,3.611044239064689,3.13697990768657
44,17,0,1,1,0,0,3.2704730662631056,3.7614657595398127,3.0307114207935597,3.7845401571305635,3.13697990768657
45,17,0,1,1,0,1,3.2361416903241755,3.325420226401705,3.1969909035488975,3.7845401571305635,3.13697990768657
46,17,0,1,1,1,0,3.5958303077297313,3.8881536885763013,3.2993976529385582,3.821580585595775,3.13697990768657
47,17,0,1,1,1,1,3.5614989317908012,3.2916410748112863,3.3080070770362044,3.821580585595775,3.13697990768657
48,17,1,0,0,0,0,3.4841393825139844,3.4150828659757777,2.9711627216261305,3.202478706059968,3.1337658131035893
49,17,1,0,0,0,1,3.4056225075323354,3.044550807784654,3.1489641115924205,3.202478706059968,3.1337658131035893
50,17,1,0,0,1,0,3.7787891318887437,3.7292962929073323,3.2236847781855014,3.254247367295142,3.160267962079299
51,17,1,0,0,1,1,3.7002722569070947,3.1504784603565,3.2438161094941,3.254247367295142,3.160267962079299
52,17,1,0,1,0,0,3.479398620009768,3.3260322961100264,2.8867282760904995,3.7201981650486933,3.1337658131035893
53,17,1,0,1,0,1,3.4008817450281192,2.950014930300671,3.0645296660567896,3.7201981650486933,3.1337658131035893
54,17,1,0,1,1,0,3.661983891596277,3.61587340738904,3.170662222192274,3.642250139103045,3.160267962079299
55,17,1,0,1,1,1,3.583467016614628,3.0315702672199762,3.1907935535008725,3.642250139103045,3.160267962079299
56,17,1,1,0,0,0,3.4820830322793532,3.5340246725986395,3.031532477049609,3.1187020035757094,3.13697990768657
57,17,1,1,0,0,1,3.447751656340423,3.097979139460532,3.197811959804947,3.1187020035757094,3.13697990768657
58,17,1,1,0,1,0,3.6931799427844227,3.7095345466499436,3.268806819652204,3.203006677278214,3.13697990768657
59,17,1,1,0,1,1,3.6588485668454926,3.1130219328849287,3.27741624374985,3.203006677278214,3.13697990768657
60,17,1,1,1,0,0,3.403477930763569,3.4376097298440453,2.947098031513978,3.6364214625644347,3.13697990768657
61,17,1,1,1,0,1,3.369146554824639,3.001564196705938,3.113377514269316,3.6364214625644347,3.13697990768657
62,17,1,1,1,1,0,3.569183228612092,3.6131196038953495,3.2157842636589766,3.591009449086117,3.13697990768657
63,17,1,1,1,1,1,3.534851852673162,3.0166069901303345,3.224393687756623,3.591009449086117,3.13697990768657
64,18,0,0,0,0,0,3.1223788619638757,3.5764711490919674,3.066447601386116,3.5833820236195617,3.1337658131035893
65,18,0,0,0,0,1,3.0438619869822268,3.2059390909008436,3.232727084141454,3.5833820236195617,3.1337658131035893
66,18,0,0,0,1,0,3.7664405728840866,3.910281058909233,3.3366233882658918,3.717603126798265,3.160267962079299
67,18,0,0,0,1,1,3.6879236979024377,3.3314632263584008,3.345232812363538,3.717603126798265,3.160267962079299
68,18,0,0,1,0,0,3.3773402293113954,3.6498883258057937,3.039056000631844,3.92363505733147,3.1337658131035893
69,18,0,0,1,0,1,3.2988233543297465,3.2738709599964384,3.2053354833871817,3.92363505733147,3.1337658131035893
70,18,0,0,1,1,0,3.7027857477364248,3.8909074920699918,3.3229899467336184,3.928139473329351,3.160267962079299
71,18,0,0,1,1,1,3.624268872754776,3.306604351900928,3.3315993708312646,3.928139473329351,3.160267962079299
72,18,0,1,0,0,0,3.1434776817708587,3.7359751399598093,3.058103021547832,3.444287123418655,3.13697990768657
73,18,0,1,0,0,1,3.1091463058319286,3.299929606821702,3.2243825043031697,3.444287123418655,3.13697990768657
74,18,0,1,0,1,0,3.720778250600962,3.9310814968968244,3.3130310944708317,3.611044239064689,3.13697990768657
75,18,0,1,0,1,1,3.686446874662032,3.3345688831318094,3.321640518568478,3.611044239064689,3.13697990768657
76,18,0,1,1,0,0,3.2704730662631056,3.7614657595398127,3.0307114207935597,3.7845401571305635,3.13697990768657
77,18,0,1,1,0,1,3.2361416903241755,3.325420226401705,3.1969909035488975,3.7845401571305635,3.13697990768657
78,18,0,1,1,1,0,3.5958303077297313,3.8881536885763013,3.2993976529385582,3.821580585595775,3.13697990768657
79,18,0,1,1,1,1,3.5614989317908012,3.2916410748112863,3.3080070770362044,3.821580585595775,3.13697990768657
80,18,1,0,0,0,0,3.4841393825139844,3.4150828659757777,2.9711627216261305,3.202478706059968,3.1337658131035893
81,18,1,0,0,0,1,3.4056225075323354,3.044550807784654,3.1489641115924205,3.202478706059968,3.1337658131035893
82,18,1,0,0,1,0,3.7787891318887437,3.7292962929073323,3.2236847781855014,3.254247367295142,3.160267962079299
83,18,1,0,0,1,1,3.7002722569070947,3.1504784603565,3.2438161094941,3.254247367295142,3.160267962079299
84,18,1,0,1,0,0,3.479398620009768,3.3260322961100264,2.8867282760904995,3.7201981650486933,3.1337658131035893
85,18,1,0,1,0,1,3.4008817450281192,2.950014930300671,3.0645296660567896,3.7201981650486933,3.1337658131035893
86,18,1,0,1,1,0,3.661983891596277,3.61587340738904,3.170662222192274,3.642250139103045,3.160267962079299
87,18,1,0,1,1,1,3.583467016614628,3.0315702672199762,3.1907935535008725,3.642250139103045,3.160267962079299
88,18,1,1,0,0,0,3.4820830322793532,3.5340246725986395,3.031532477049609,3.1187020035757094,3.13697990768657
89,18,1,1,0,0,1,3.447751656340423,3.097979139460532,3.197811959804947,3.1187020035757094,3.13697990768657
90,18,1,1,0,1,0,3.6931799427844227,3.7095345466499436,3.268806819652204,3.203006677278214,3.13697990768657
91,18,1,1,0,1,1,3.6588485668454926,3.1130219328849287,3.27741624374985,3.203006677278214,3.13697990768657
92,18,1,1,1,0,0,3.403477930763569,3.4376097298440453,2.947098031513978,3.6364214625644347,3.13697990768657
93,18,1,1,1,0,1,3.369146554824639,3.001564196705938,3.113377514269316,3.6364214625644347,3.13697990768657
94,18,1,1,1,1,0,3.569183228612092,3.6131196038953495,3.2157842636589766,3.591009449086117,3.13697990768657
95,18,1,1,1,1,1,3.534851852673162,3.0166069901303345,3.224393687756623,3.591009449086117,3.13697990768657
96,19,0,0,0,0,0,3.1223788619638757,3.5764711490919674,3.066447601386116,3.5833820236195617,3.1337658131035893
97,19,0,0,0,0,1,3.0438619869822268,3.2059390909008436,3.232727084141454,3.5833820236195617,3.1337658131035893
98,19,0,0,0,1,0,3.7664405728840866,3.910281058909233,3.3366233882658918,3.717603126798265,3.160267962079299
99,19,0,0,0,1,1,3.6879236979024377,3.3314632263584008,3.345232812363538,3.717603126798265,3.160267962079299
100,19,0,0,1,0,0,3.3773402293113954,3.6498883258057937,3.039056000631844,3.92363505733147,3.1337658131035893
101,19,0,0,1,0,1,3.2988233543297465,3.2738709599964384,3.2053354833871817,3.92363505733147,3.1337658131035893
102,19,0,0,1,1,0,3.7027857477364248,3.8909074920699918,3.3229899467336184,3.928139473329351,3.160267962079299
103,19,0,0,1,1,1,3.624268872754776,3.306604351900928,3.3315993708312646,3.928139473329351,3.160267962079299
104,19,0,1,0,0,0,3.1434776817708587,3.7359751399598093,3.058103021547832,3.444287123418655,3.13697990768657
105,19,0,1,0,0,1,3.1091463058319286,3.299929606821702,3.2243825043031697,3.444287123418655,3.13697990768657
106,19,0,1,0,1,0,3.720778250600962,3.9310814968968244,3.3130310944708317,3.611044239064689,3.13697990768657
107,19,0,1,0,1,1,3.686446874662032,3.3345688831318094,3.321640518568478,3.611044239064689,3.13697990768657
108,19,0,1,1,0,0,3.2704730662631056,3.7614657595398127,3.0307114207935597,3.7845401571305635,3.13697990768657
109,19,0,1,1,0,1,3.2361416903241755,3.325420226401705,3.1969909035488975,3.7845401571305635,3.13697990768657
110,19,0,1,1,1,0,3.5958303077297313,3.8881536885763013,3.2993976529385582,3.821580585595775,3.13697990768657
111,19,0,1,1,1,1,3.5614989317908012,3.2916410748112863,3.3080070770362044,3.821580585595775,3.13697990768657
112,19,1,0,0,0,0,3.4841393825139844,3.4150828659757777,2.9711627216261305,3.202478706059968,3.1337658131035893
113,19,1,0,0,0,1,3.4056225075323354,3.044550807784654,3.1489641115924205,3.202478706059968,3.1337658131035893
114,19,1,0,0,1,0,3.7787891318887437,3.7292962929073323,3.2236847781855014,3.254247367295142,3.160267962079299
115,19,1,0,0,1,1,3.7002722569070947,3.1504784603565,3.2438161094941,3.254247367295142,3.160267962079299
116,19,1,0,1,0,0,3.479398620009768,3.3260322961100264,2.8867282760904995,3.7201981650486933,3.1337658131035893
117,19,1,0,1,0,1,3.4008817450281192,2.950014930300671,3.0645296660567896,3.7201981650486933,3.1337658131035893
118,19,1,0,1,1,0,3.661983891596277,3.61587340738904,3.170662222192274,3.642250139103045,3.160267962079299
119,19,1,0,1,1,1,3.583467016614628,3.0315702672199762,3.1907935535008725,3.642250139103045,3.160267962079299
120,19,1,1,0,0,0,3.4820830322793532,3.5340246725986395,3.031532477049609,3.1187020035757094,3.13697990768657
121,19,1,1,0,0,1,3.447751656340423,3.097979139460532,3.197811959804947,3.1187020035757094,3.13697990768657
122,19,1,1,0,1,0,3.6931799427844227,3.7095345466499436,3.268806819652204,3.203006677278214,3.13697990768657
123,19,1,1,0,1,1,3.6588485668454926,3.1130219328849287,3.27741624374985,3.203006677278214,3.13697990768657
124,19,1,1,1,0,0,3.403477930763569,3.4376097298440453,2.947098031513978,3.6364214625644347,3.13697990768657
125,19,1,1,1,0,1,3.369146554824639,3.001564196705938,3.113377514269316,3.6364214625644347,3.13697990768657
126,19,1,1,1,1,0,3.569183228612092,3.6131196038953495,3.2157842636589766,3.591009449086117,3.13697990768657
127,19,1,1,1,1,1,3.534851852673162,3.0166069901303345,3.224393687756623,3.591009449086117,3.13697990768657
128,20,0,0,0,0,0,3.1223788619638757,3.5764711490919674,3.066447601386116,3.5833820236195617,3.1337658131035893
129,20,0,0,0,0,1,3.0438619869822268,3.2059390909008436,3.232727084141454,3.5833820236195617,3.1337658131035893
130,20,0,0,0,1,0,3.7664405728840866,3.910281058909233,3.3366233882658918,3.717603126798265,3.160267962079299
131,20,0,0,0,1,1,3.6879236979024377,3.3314632263584008,3.345232812363538,3.717603126798265,3.160267962079299
132,20,0,0,1,0,0,3.3773402293113954,3.6498883258057937,3.039056000631844,3.92363505733147,3.1337658131035893
133,20,0,0,1,0,1,3.2988233543297465,3.2738709599964384,3.2053354833871817,3.92363505733147,3.1337658131035893
134,20,0,0,1,1,0,3.7027857477364248,3.8909074920699918,3.3229899467336184,3.928139473329351,3.160267962079299
135,20,0,0,1,1,1,3.624268872754776,3.306604351900928,3.3315993708312646,3.928139473329351,3.160267962079299
136,20,0,1,0,0,0,3.1434776817708587,3.7359751399598093,3.058103021547832,3.444287123418655,3.13697990768657
137,20,0,1,0,0,1,3.1091463058319286,3.299929606821702,3.2243825043031697,3.444287123418655,3.13697990768657
138,20,0,1,0,1,0,3.720778250600962,3.9310814968968244,3.3130310944708317,3.611044239064689,3.13697990768657
139,20,0,1,0,1,1,3.686446874662032,3.3345688831318094,3.321640518568478,3.611044239064689,3.13697990768657
140,20,0,1,1,0,0,3.2704730662631056,3.7614657595398127,3.0307114207935597,3.7845401571305635,3.13697990768657
141,20,0,1,1,0,1,3.2361416903241755,3.325420226401705,3.1969909035488975,3.7845401571305635,3.13697990768657
142,20,0,1,1,1,0,3.5958303077297313,3.8881536885763013,3.2993976529385582,3.821580585595775,3.13697990768657
143,20,0,1,1,1,1,3.5614989317908012,3.2916410748112863,3.3080070770362044,3.821580585595775,3.13697990768657
144,20,1,0,0,0,0,3.4841393825139844,3.4150828659757777,2.9711627216261305,3.202478706059968,3.1337658131035893
145,20,1,0,0,0,1,3.4056225075323354,3.044550807784654,3.1489641115924205,3.202478706059968,3.1337658131035893
146,20,1,0,0,1,0,3.7787891318887437,3.7292962929073323,3.2236847781855014,3.254247367295142,3.160267962079299
147,20,1,0,0,1,1,3.7002722569070947,3.1504784603565,3.2438161094941,3.254247367295142,3.160267962079299
148,20,1,0,1,0,0,3.479398620009768,3.3260322961100264,2.8867282760904995,3.7201981650486933,3.1337658131035893
149,20,1,0,1,0,1,3.4008817450281192,2.950014930300671,3.0645296660567896,3.7201981650486933,3.1337658131035893
150,20,1,0,1,1,0,3.661983891596277,3.61587340738904,3.170662222192274,3.642250139103045,3.160267962079299
151,20,1,0,1,1,1,3.583467016614628,3.0315702672199762,3.1907935535008725,3.642250139103045,3.160267962079299
152,20,1,1,0,0,0,3.4820830322793532,3.5340246725986395,3.031532477049609,3.1187020035757094,3.13697990768657
153,20,1,1,0,0,1,3.447751656340423,3.097979139460532,3.197811959804947,3.1187020035757094,3.13697990768657
154,20,1,1,0,1,0,3.6931799427844227,3.7095345466499436,3.268806819652204,3.203006677278214,3.13697990768657
155,20,1,1,0,1,1,3.6588485668454926,3.1130219328849287,3.27741624374985,3.203006677278214,3.13697990768657
156,20,1,1,1,0,0,3.403477930763569,3.4376097298440453,2.947098031513978,3.6364214625644347,3.13697990768657
157,20,1,1,1,0,1,3.369146554824639,3.001564196705938,3.113377514269316,3.6364214625644347,3.13697990768657
158,20,1,1,1,1,0,3.569183228612092,3.6131196038953495,3.2157842636589766,3.591009449086117,3.13697990768657
159,20,1,1,1,1,1,3.534851852673162,3.0166069901303345,3.224393687756623,3.591009449086117,3.13697990768657
160,21,0,0,0,0,0,3.1223788619638757,3.5764711490919674,3.066447601386116,3.5833820236195617,3.1337658131035893
161,21,0,0,0,0,1,3.0438619869822268,3.2059390909008436,3.232727084141454,3.5833820236195617,3.1337658131035893
162,21,0,0,0,1,0,3.7664405728840866,3.910281058909233,3.3366233882658918,3.717603126798265,3.160267962079299
163,21,0,0,0,1,1,3.6879236979024377,3.3314632263584008,3.345232812363538,3.717603126798265,3.160267962079299
164,21,0,0,1,0,0,3.3773402293113954,3.6498883258057937,3.039056000631844,3.92363505733147,3.1337658131035893
165,21,0,0,1,0,1,3.2988233543297465,3.2738709599964384,3.2053354833871817,3.92363505733147,3.1337658131035893
166,21,0,0,1,1,0,3.7027857477364248,3.8909074920699918,3.3229899467336184,3.928139473329351,3.160267962079299
167,21,0,0,1,1,1,3.624268872754776,3.306604351900928,3.3315993708312646,3.928139473329351,3.160267962079299
168,21,0,1,0,0,0,3.1434776817708587,3.7359751399598093,3.058103021547832,3.444287123418655,3.13697990768657
169,21,0,1,0,0,1,3.1091463058319286,3.299929606821702,3.2243825043031697,3.444287123418655,3.13697990768657
170,21,0,1,0,1,0,3.720778250600962,3.9310814968968244,3.3130310944708317,3.611044239064689,3.13697990768657
171,21,0,1,0,1,1,3.686446874662032,3.3345688831318094,3.321640518568478,3.611044239064689,3.13697990768657
172,21,0,1,1,0,0,3.2704730662631056,3.7614657595398127,3.0307114207935597,3.7845401571305635,3.13697990768657
173,21,0,1,1,0,1,3.2361416903241755,3.325420226401705,3.1969909035488975,3.7845401571305635,3.13697990768657
174,21,0,1,1,1,0,3.5958303077297313,3.8881536885763013,3.2993976529385582,3.821580585595775,3.13697990768657
175,21,0,1,1,1,1,3.5614989317908012,3.2916410748112863,3.3080070770362044,3.821580585595775,3.13697990768657
176,21,1,0,0,0,0,3.4841393825139844,3.4150828659757777,2.9711627216261305,3.202478706059968,3.1337658131035893
177,21,1,0,0,0,1,3.4056225075323354,3.044550807784654,3.1489641115924205,3.202478706059968,3.1337658131035893
178,21,1,0,0,1,0,3.7787891318887437,3.7292962929073323,3.2236847781855014,3.254247367295142,3.160267962079299
179,21,1,0,0,1,1,3.7002722569070947,3.1504784603565,3.2438161094941,3.254247367295142,3.160267962079299
180,21,1,0,1,0,0,3.479398620009768,3.3260322961100264,2.8867282760904995,3.7201981650486933,3.1337658131035893
181,21,1,0,1,0,1,3.4008817450281192,2.950014930300671,3.0645296660567896,3.7201981650486933,3.1337658131035893
182,21,1,0,1,1,0,3.661983891596277,3.61587340738904,3.170662222192274,3.642250139103045,3.160267962079299
183,21,1,0,1,1,1,3.583467016614628,3.0315702672199762,3.1907935535008725,3.642250139103045,3.160267962079299
184,21,1,1,0,0,0,3.4820830322793532,3.5340246725986395,3.031532477049609,3.1187020035757094,3.13697990768657
185,21,1,1,0,0,1,3.447751656340423,3.097979139460532,3.197811959804947,3.1187020035757094,3.13697990768657
186,21,1,1,0,1,0,3.6931799427844227,3.7095345466499436,3.268806819652204,3.203006677278214,3.13697990768657
187,21,1,1,0,1,1,3.6588485668454926,3.1130219328849287,3.27741624374985,3.203006677278214,3.13697990768657
188,21,1,1,1,0,0,3.403477930763569,3.4376097298440453,2.947098031513978,3.6364214625644347,3.13697990768657
189,21,1,1,1,0,1,3.369146554824639,3.001564196705938,3.113377514269316,3.6364214625644347,3.13697990768657
190,21,1,1,1,1,0,3.569183228612092,3.6131196038953495,3.2157842636589766,3.591009449086117,3.13697990768657
191,21,1,1,1,1,1,3.534851852673162,3.0166069901303345,3.224393687756623,3.591009449086117,3.13697990768657
192,22,0,0,0,0,0,3.3774982924841472,3.3069139094015356,3.716606804941744,3.5055256180514456,3.1337658131035893
193,22,0,0,0,0,1,3.346506345903257,2.88665863125322,3.8828862876970818,3.5055256180514456,3.1337658131035893
194,22,0,0,0,1,0,3.8157982040204845,3.6620484610463544,3.783557879914795,3.592717049470468,3.160267962079299
195,22,0,0,0,1,1,3.784806257439594,3.0335074085383305,3.792167304012441,3.592717049470468,3.160267962079299
196,22,0,0,1,0,0,3.6736418488645,3.5308394277564457,3.6020883082216812,3.9396395847901893,3.1337658131035893
197,22,0,0,1,0,1,3.6340306469207246,3.094776025209433,3.768367790977019,3.9396395847901893,3.1337658131035893
198,22,0,0,1,1,0,3.7933255679056557,3.793183235848197,3.682797542416731,3.897114329028389,3.160267962079299
199,22,0,0,1,1,1,3.7537143659618804,3.148834058941476,3.691406966514377,3.897114329028389,3.160267962079299
200,22,0,1,0,0,0,3.6936489834167845,3.601356659447518,3.70826222510346,3.366430717850539,3.13697990768657
201,22,0,1,0,0,1,3.662657036835894,3.0929929707995583,3.8745417078587976,3.366430717850539,3.13697990768657
202,22,0,1,0,1,0,4.05503095212364,3.815415274323733,3.7599655861197347,3.486158161736892,3.13697990768657
203,22,0,1,0,1,1,4.0240390055427495,3.1465845050488657,3.768575010217381,3.486158161736892,3.13697990768657
204,22,0,1,1,0,0,3.8292636232719164,3.777355620668605,3.593743728383397,3.8005446845892825,3.13697990768657
205,22,0,1,1,0,1,3.789652421328141,3.25866911524018,3.760023211138735,3.8005446845892825,3.13697990768657
206,22,0,1,1,1,0,3.938702264615295,3.9229958076442935,3.659205248621671,3.790555441294813,3.13697990768657
207,22,0,1,1,1,1,3.89909106267152,3.243842221588961,3.667814672719317,3.790555441294813,3.13697990768657
208,22,1,0,0,0,0,3.144446370055314,3.3994300224753133,3.420739097124423,3.124622300491852,3.1337658131035893
209,22,1,0,0,0,1,3.1231090035004105,2.979174744326998,3.598540487090713,3.124622300491852,3.1337658131035893
210,22,1,0,0,1,0,3.2333343200461995,3.734968091234421,3.434978336470906,3.129361289967345,3.160267962079299
211,22,1,0,0,1,1,3.211996953491296,3.1064270387263972,3.4551096677795043,3.129361289967345,3.160267962079299
212,22,1,0,1,0,0,3.1808877965839306,3.3070241255358184,3.194742885262927,3.7362026925074123,3.1337658131035893
213,22,1,0,1,0,1,3.1509311746661424,2.870960722988806,3.372544275229217,3.7362026925074123,3.1337658131035893
214,22,1,0,1,1,0,3.157711268786566,3.618189878642385,3.2403940141518137,3.611224994802083,3.160267962079299
215,22,1,0,1,1,1,3.1277546468687776,2.9738407017356643,3.260525345460412,3.611224994802083,3.160267962079299
216,22,1,1,0,0,0,3.2495395564816643,3.6346043761402425,3.4811088525479015,3.0408455980075932,3.13697990768657
217,22,1,1,0,0,1,3.228202189926761,3.126240687492283,3.6473883353032392,3.0408455980075932,3.13697990768657
218,22,1,1,0,1,0,3.244717866863487,3.8290665081307464,3.4801003779376085,3.078120599950417,3.13697990768657
219,22,1,1,0,1,1,3.2233805003085836,3.1602357388558793,3.4887098020352547,3.078120599950417,3.13697990768657
220,22,1,1,1,0,0,3.179553710328765,3.5348341063119046,3.2551126406864057,3.6524259900231537,3.13697990768657
221,22,1,1,1,0,1,3.1495970884109767,3.0161476008834796,3.4213921234417435,3.6524259900231537,3.13697990768657
222,22,1,1,1,1,0,3.1293404080540412,3.7292962383024086,3.2855160556185163,3.559984304785155,3.13697990768657
223,22,1,1,1,1,1,3.099383786136253,3.050142652247076,3.2941254797161625,3.559984304785155,3.13697990768657
224,23,0,0,0,0,0,3.3774982924841472,3.3069139094015356,3.716606804941744,3.5055256180514456,3.1337658131035893
225,23,0,0,0,0,1,3.346506345903257,2.88665863125322,3.8828862876970818,3.5055256180514456,3.1337658131035893
226,23,0,0,0,1,0,3.8157982040204845,3.6620484610463544,3.783557879914795,3.592717049470468,3.160267962079299
227,23,0,0,0,1,1,3.784806257439594,3.0335074085383305,3.792167304012441,3.592717049470468,3.160267962079299
228,23,0,0,1,0,0,3.6736418488645,3.5308394277564457,3.6020883082216812,3.9396395847901893,3.1337658131035893
229,23,0,0,1,0,1,3.6340306469207246,3.094776025209433,3.768367790977019,3.9396395847901893,3.1337658131035893
230,23,0,0,1,1,0,3.7933255679056557,3.793183235848197,3.682797542416731,3.897114329028389,3.160267962079299
231,23,0,0,1,1,1,3.7537143659618804,3.148834058941476,3.691406966514377,3.897114329028389,3.160267962079299
232,23,0,1,0,0,0,3.6936489834167845,3.601356659447518,3.70826222510346,3.366430717850539,3.13697990768657
233,23,0,1,0,0,1,3.662657036835894,3.0929929707995583,3.8745417078587976,3.366430717850539,3.13697990768657
234,23,0,1,0,1,0,4.05503095212364,3.815415274323733,3.7599655861197347,3.486158161736892,3.13697990768657
235,23,0,1,0,1,1,4.0240390055427495,3.1465845050488657,3.768575010217381,3.486158161736892,3.13697990768657
236,23,0,1,1,0,0,3.8292636232719164,3.777355620668605,3.593743728383397,3.8005446845892825,3.13697990768657
237,23,0,1,1,0,1,3.789652421328141,3.25866911524018,3.760023211138735,3.8005446845892825,3.13697990768657
238,23,0,1,1,1,0,3.938702264615295,3.9229958076442935,3.659205248621671,3.790555441294813,3.13697990768657
239,23,0,1,1,1,1,3.89909106267152,3.243842221588961,3.667814672719317,3.790555441294813,3.13697990768657
240,23,1,0,0,0,0,3.144446370055314,3.3994300224753133,3.420739097124423,3.124622300491852,3.1337658131035893
241,23,1,0,0,0,1,3.1231090035004105,2.979174744326998,3.598540487090713,3.124622300491852,3.1337658131035893
242,23,1,0,0,1,0,3.2333343200461995,3.734968091234421,3.434978336470906,3.129361289967345,3.160267962079299
243,23,1,0,0,1,1,3.211996953491296,3.1064270387263972,3.4551096677795043,3.129361289967345,3.160267962079299
244,23,1,0,1,0,0,3.1808877965839306,3.3070241255358184,3.194742885262927,3.7362026925074123,3.1337658131035893
245,23,1,0,1,0,1,3.1509311746661424,2.870960722988806,3.372544275229217,3.7362026925074123,3.1337658131035893
